"Data","Sex","method","cod","result"
"BR1","m","BH2","1201",0.748856810625531
"BR1","m","BH2","1202",0.834101055094285
"BR1","m","BH2","1301",0.960914904865123
"BR1","m","BH2","1302",95.6720002869319
"BR1","m","BH2","1303",0.738596707568498
"BR1","m","BH2","1304",10.6447289032971
"BR1","m","BH2","1401",0.208976133977535
"BR1","m","BH2","1402",0.150572756906687
"BR1","m","BH2","1501",0.749261964878407
"BR1","m","BH2","1502",0.61147555416755
"BR1","m","BH2","1503",0.842106600403283
"BR1","m","BH2","1504",0.678845285321448
"BR1","m","BH2","1505",0.40562232178287
"BR1","m","BH2","1506",0.48809363932008
"BR1","m","BH2","1601",12.4863182024522
"BR1","m","BH2","1602",0.6546717101927
"BR1","m","BH2","1701",1.01285811468259
"BR1","m","BH2","1702",0.805988289122221
"BR1","m","BH2","2101",0.920213756126809
"BR1","m","BH2","2102",0.681439033914833
"BR1","m","BH2","2103",0.506121538792107
"BR1","m","BH2","2104",0.669898041480782
"BR1","m","BH2","2105",0.960931977180085
"BR1","m","BH2","2201",0.670889036224609
"BR1","m","BH2","2202",0.747627971504659
"BR1","m","BH2","2203",1.9708925200145
"BR1","m","BH2","2204",1.35187887545038
"BR1","m","BH2","2301",0.949503009915966
"BR1","m","BH2","2302",0.732442330010191
"BR1","m","BH2","2303",0.721336993001373
"BR1","m","BH2","2304",0.9083854386482
"BR1","m","BH2","2305",0.768497291244708
"BR1","m","BH2","2306",0.778531834873729
"BR1","m","BH2","2307",1.03358343951389
"BR1","m","BH2","2401",0.700506723302124
"BR1","m","BH2","2402",0.734941775895635
"BR1","m","BH2","2403",0.654179052836497
"BR1","m","BH2","2404",0.714485932169271
"BR1","m","BH2","2501",0.713734330424063
"BR1","m","BH2","2502",0.791147447522917
"BR1","m","BH2","2503",0.760497895857332
"BR1","m","BH2","2504",0.752072802136402
"BR1","m","BH2","2601",0.70911228455769
"BR1","m","BH2","2602",0.769562012932517
"BR1","m","BH2","2603",0.816134925185444
"BR1","m","BH2","2604",0.740716049977074
"BR1","m","BH2","2605",0.816237306146069
"BR1","m","BH2","2701",0.721493645078869
"BR1","m","BH2","2702",0.764623865372765
"BR1","m","BH2","2703",0.827855102249013
"BR1","m","BH2","2801",0.671983898152714
"BR1","m","BH2","2802",0.756007414925296
"BR1","m","BH2","2803",0.735313698579935
"BR1","m","BH2","2901",0.88554882464339
"BR1","m","BH2","2902",0.697841517616444
"BR1","m","BH2","2903",0.766063517731516
"BR1","m","BH2","2904",0.771908900719122
"BR1","m","BH2","2905",0.783680449374856
"BR1","m","BH2","2906",0.775744300269974
"BR1","m","BH2","2907",0.77459384155027
"BR1","m","BH2","3101",0.965796688999774
"BR1","m","BH2","3102",0.79269344585155
"BR1","m","BH2","3103",0.807829717478304
"BR1","m","BH2","3104",0.757809713080966
"BR1","m","BH2","3105",0.839441670641828
"BR1","m","BH2","3106",0.855388538636899
"BR1","m","BH2","3107",0.844649817899126
"BR1","m","BH2","3108",0.816152293999149
"BR1","m","BH2","3109",0.843430432630337
"BR1","m","BH2","3110",0.839357416314036
"BR1","m","BH2","3111",0.866995788376949
"BR1","m","BH2","3112",0.830266241670503
"BR1","m","BH2","3201",0.843402082031738
"BR1","m","BH2","3202",0.916638488539533
"BR1","m","BH2","3203",0.771617584885589
"BR1","m","BH2","3204",0.836147264654065
"BR1","m","BH2","3301",0.80020173730629
"BR1","m","BH2","3302",0.814551606699636
"BR1","m","BH2","3303",0.840447241113451
"BR1","m","BH2","3304",0.819860940838609
"BR1","m","BH2","3305",0.806280499543976
"BR1","m","BH2","3306",0.909239957892156
