cod	sex	age	pop1	year1	pop2	year2	death
1302	f	55	1523	1991	2645	2000	6.56
1302	f	60	1236	1991	2115	2000	9.36
1302	f	65	881	1991	1481	2000	9.17
1302	f	70	593	1991	929	2000	9.25
1302	f	75	366	1991	594	2000	8.45
1302	f	80	359	1991	692	2000	23.18
1303	f	0	19926	1991	27758	2000	598.49
1303	f	1	85044	1991	111888	2000	132.46
1303	f	5	111827	1991	130862	2000	49.46
1303	f	10	109225	1991	124370	2000	36.37
1303	f	15	94105	1991	129999	2000	63.31
1303	f	20	76371	1991	117194	2000	67.67
1303	f	25	65613	1991	95370	2000	71.45
1303	f	30	55514	1991	77811	2000	71.22
1303	f	35	43514	1991	67083	2000	99.64
1303	f	40	32624	1991	53872	2000	97.37
1303	f	45	23633	1991	41090	2000	111.23
1303	f	50	18673	1991	29702	2000	116.73
1303	f	55	14738	1991	22419	2000	129.26
1303	f	60	12348	1991	18288	2000	182.66
1303	f	65	9473	1991	14102	2000	197.61
1303	f	70	5927	1991	10118	2000	224.85
1303	f	75	4230	1991	6870	2000	226.52
1303	f	80	3856	1991	7501	2000	580.58
1304	f	0	3051	1991	3328	2000	28.25
1304	f	1	15003	1991	14592	2000	6.98
1304	f	5	19596	1991	17314	2000	2.62
1304	f	10	16954	1991	15841	2000	1.80
1304	f	15	11768	1991	13900	2000	2.59
1304	f	20	8248	1991	10269	2000	2.31
1304	f	25	7323	1991	7739	2000	2.36
1304	f	30	6162	1991	6062	2000	2.29
1304	f	35	5053	1991	5589	2000	3.40
1304	f	40	3881	1991	4212	2000	3.20
1304	f	45	2993	1991	3445	2000	3.95
1304	f	50	2354	1991	2459	2000	4.10
1304	f	55	1603	1991	2283	2000	4.89
1304	f	60	1247	1991	1796	2000	6.64
1304	f	65	1006	1991	1359	2000	7.19
1304	f	70	649	1991	874	2000	7.68
1304	f	75	434	1991	596	2000	7.56
1304	f	80	387	1991	739	2000	20.90
1401	f	0	2287	1991	3487	2000	68.18
1401	f	1	9421	1991	14159	2000	22.33
1401	f	5	11585	1991	16337	2000	6.09
1401	f	10	10186	1991	14981	2000	7.75
1401	f	15	9098	1991	15146	2000	12.15
1401	f	20	8329	1991	13576	2000	11.01
1401	f	25	7638	1991	11305	2000	17.04
1401	f	30	6122	1991	9785	2000	11.90
1401	f	35	4618	1991	8328	2000	16.04
1401	f	40	3154	1991	6469	2000	12.06
1401	f	45	2054	1991	4639	2000	14.46
1401	f	50	1612	1991	3186	2000	14.67
1401	f	55	1168	1991	2117	2000	13.70
1401	f	60	959	1991	1679	2000	14.59
1401	f	65	782	1991	1200	2000	16.35
1401	f	70	417	1991	933	2000	16.13
1401	f	75	273	1991	591	2000	21.14
1401	f	80	282	1991	597	2000	35.98
1402	f	0	562	1991	879	2000	8.96
1402	f	1	2304	1991	3553	2000	2.89
1402	f	5	3003	1991	4162	2000	0.81
1402	f	10	2509	1991	4087	2000	1.13
1402	f	15	1717	1991	3614	2000	1.39
1402	f	20	1417	1991	2718	2000	1.13
1402	f	25	1466	1991	2125	2000	1.63
1402	f	30	1136	1991	1821	2000	1.25
1402	f	35	940	1991	1847	2000	2.01
1402	f	40	668	1991	1457	2000	1.44
1402	f	45	516	1991	1071	2000	1.97
1402	f	50	386	1991	799	2000	2.24
1402	f	55	250	1991	605	2000	2.13
1402	f	60	211	1991	411	2000	1.84
1402	f	65	140	1991	287	2000	2.18
1402	f	70	86	1991	196	2000	1.96
1402	f	75	50	1991	108	2000	2.15
1402	f	80	40	1991	105	2000	3.32
1501	f	0	8475	1991	8315	2000	129.56
1501	f	1	34519	1991	34466	2000	30.79
1501	f	5	44055	1991	42189	2000	11.82
1501	f	10	40985	1991	41559	2000	10.95
1501	f	15	31207	1991	38358	2000	16.56
1501	f	20	22188	1991	29034	2000	15.50
1501	f	25	18695	1991	22405	2000	13.68
1501	f	30	15927	1991	18456	2000	14.38
1501	f	35	13726	1991	16228	2000	18.60
1501	f	40	10341	1991	13769	2000	22.27
1501	f	45	8525	1991	11405	2000	25.27
1501	f	50	6629	1991	8494	2000	27.05
1501	f	55	5449	1991	7652	2000	34.45
1501	f	60	4569	1991	5915	2000	41.33
1501	f	65	3354	1991	4891	2000	47.73
1501	f	70	2443	1991	3551	2000	57.37
1501	f	75	1908	1991	2249	2000	67.51
1501	f	80	1799	1991	2882	2000	168.03
1502	f	0	5601	1991	5966	2000	66.92
1502	f	1	21960	1991	24645	2000	15.57
1502	f	5	25497	1991	28107	2000	5.50
1502	f	10	22462	1991	25213	2000	4.74
1502	f	15	17183	1991	21158	2000	6.82
1502	f	20	12202	1991	16361	2000	6.46
1502	f	25	9519	1991	12393	2000	5.43
1502	f	30	7846	1991	9351	2000	5.39
1502	f	35	6766	1991	8232	2000	7.01
1502	f	40	5193	1991	6635	2000	8.19
1502	f	45	4431	1991	5450	2000	9.28
1502	f	50	3415	1991	4106	2000	10.11
1502	f	55	2836	1991	3860	2000	13.09
1502	f	60	2355	1991	3018	2000	15.73
1502	f	65	1989	1991	2565	2000	19.77
1502	f	70	1413	1991	1671	2000	22.20
1502	f	75	1232	1991	1190	2000	30.04
1502	f	80	1115	1991	1896	2000	80.27
1503	f	0	17370	1991	21079	2000	443.57
1503	f	1	74371	1991	84518	2000	105.86
1503	f	5	97911	1991	104056	2000	41.42
1503	f	10	102985	1991	108869	2000	42.12
1503	f	15	103275	1991	125622	2000	81.57
1503	f	20	90391	1991	118234	2000	94.54
1503	f	25	75091	1991	101278	2000	87.60
1503	f	30	63639	1991	87841	2000	94.19
1503	f	35	51581	1991	74387	2000	115.38
1503	f	40	39965	1991	63261	2000	141.60
1503	f	45	30845	1991	49738	2000	152.97
1503	f	50	24722	1991	38437	2000	167.76
1503	f	55	19483	1991	28845	2000	189.65
1503	f	60	16838	1991	23432	2000	237.18
1503	f	65	12092	1991	17959	2000	259.79
1503	f	70	8497	1991	13605	2000	315.12
1503	f	75	6262	1991	8653	2000	359.92
1503	f	80	6493	1991	11226	2000	945.66
1504	f	0	19503	1991	19240	2000	245.28
1504	f	1	78627	1991	80216	2000	58.06
1504	f	5	96295	1991	99428	2000	21.94
1504	f	10	84407	1991	97254	2000	19.79
1504	f	15	64137	1991	85494	2000	29.25
1504	f	20	48037	1991	64809	2000	28.03
1504	f	25	37781	1991	50598	2000	24.15
1504	f	30	31878	1991	41805	2000	25.20
1504	f	35	28020	1991	34981	2000	31.94
1504	f	40	22440	1991	29230	2000	39.23
1504	f	45	18892	1991	24631	2000	45.40
1504	f	50	14974	1991	19504	2000	50.64
1504	f	55	12341	1991	17750	2000	65.16
1504	f	60	10183	1991	14373	2000	79.92
1504	f	65	8542	1991	10991	2000	93.21
1504	f	70	6036	1991	8081	2000	111.27
1504	f	75	4853	1991	5262	2000	135.23
1504	f	80	4542	1991	7507	2000	354.71
1505	f	0	5010	1991	4917	2000	78.92
1505	f	1	20048	1991	21565	2000	19.01
1505	f	5	25413	1991	26343	2000	7.25
1505	f	10	22871	1991	25629	2000	6.69
1505	f	15	18007	1991	24315	2000	10.57
1505	f	20	15141	1991	20025	2000	11.09
1505	f	25	13213	1991	16255	2000	10.24
1505	f	30	11438	1991	14261	2000	11.13
1505	f	35	8475	1991	12045	2000	12.98
1505	f	40	6225	1991	9794	2000	15.55
1505	f	45	4536	1991	7007	2000	15.79
1505	f	50	3733	1991	5178	2000	16.66
1505	f	55	2606	1991	4073	2000	18.74
1505	f	60	1858	1991	3165	2000	21.50
1505	f	65	1204	1991	2044	2000	19.91
1505	f	70	646	1991	1310	2000	20.05
1505	f	75	420	1991	773	2000	20.16
1505	f	80	299	1991	720	2000	38.13
1506	f	0	13106	1991	14828	2000	236.98
1506	f	1	52842	1991	61949	2000	55.48
1506	f	5	65629	1991	74147	2000	20.71
1506	f	10	60135	1991	73976	2000	19.72
1506	f	15	48185	1991	70081	2000	31.47
1506	f	20	40469	1991	58520	2000	33.16
1506	f	25	35003	1991	46987	2000	30.34
1506	f	30	28898	1991	40890	2000	32.15
1506	f	35	23100	1991	34698	2000	38.61
1506	f	40	17248	1991	27436	2000	46.04
1506	f	45	12411	1991	20914	2000	49.03
1506	f	50	9305	1991	14969	2000	48.47
1506	f	55	6812	1991	11945	2000	56.50
1506	f	60	4650	1991	8734	2000	61.66
1506	f	65	3200	1991	6032	2000	60.49
1506	f	70	1942	1991	3602	2000	60.26
1506	f	75	1376	1991	2196	2000	63.80
1506	f	80	1076	1991	2387	2000	137.89
1601	f	0	504	1991	544	2000	2.67
1601	f	1	1793	1991	2252	2000	0.52
1601	f	5	2091	1991	2623	2000	0.18
1601	f	10	1699	1991	2297	2000	0.20
1601	f	15	1156	1991	1953	2000	0.17
1601	f	20	1038	1991	1542	2000	0.20
1601	f	25	885	1991	1272	2000	0.27
1601	f	30	735	1991	1138	2000	0.27
1601	f	35	498	1991	876	2000	0.31
1601	f	40	410	1991	676	2000	0.21
1601	f	45	353	1991	503	2000	0.32
1601	f	50	261	1991	372	2000	0.37
1601	f	55	160	1991	277	2000	0.34
1601	f	60	153	1991	203	2000	0.53
1601	f	65	93	1991	152	2000	0.43
1601	f	70	95	1991	101	2000	0.54
1601	f	75	52	1991	62	2000	0.42
1601	f	80	49	1991	94	2000	1.80
1602	f	0	4017	1991	6094	2000	106.54
1602	f	1	16068	1991	24493	2000	22.16
1602	f	5	20183	1991	27417	2000	7.74
1602	f	10	18627	1991	26969	2000	9.76
1602	f	15	15872	1991	27289	2000	9.41
1602	f	20	12443	1991	23842	2000	11.86
1602	f	25	10356	1991	19683	2000	14.82
1602	f	30	8520	1991	16003	2000	13.28
1602	f	35	6834	1991	12956	2000	18.86
1602	f	40	4838	1991	9973	2000	11.35
1602	f	45	3846	1991	7404	2000	16.74
1602	f	50	2960	1991	5141	2000	19.16
1602	f	55	2270	1991	4020	2000	19.31
1602	f	60	1756	1991	3067	2000	28.61
1602	f	65	1242	1991	2333	2000	24.78
1602	f	70	829	1991	1529	2000	26.34
1602	f	75	652	1991	953	2000	24.75
1602	f	80	872	1991	1476	2000	117.95
1701	f	0	8506	1991	8412	2000	120.76
1701	f	1	33860	1991	34074	2000	30.52
1701	f	5	45269	1991	42814	2000	13.64
1701	f	10	45102	1991	44959	2000	7.83
1701	f	15	37307	1991	43617	2000	17.74
1701	f	20	29521	1991	36876	2000	23.99
1701	f	25	25004	1991	29589	2000	17.67
1701	f	30	20570	1991	27234	2000	19.83
1701	f	35	17614	1991	23359	2000	25.53
1701	f	40	14084	1991	19316	2000	28.16
1701	f	45	11110	1991	15674	2000	42.17
1701	f	50	9152	1991	12456	2000	40.27
1701	f	55	7405	1991	9914	2000	43.19
1701	f	60	5553	1991	8542	2000	69.89
1701	f	65	4328	1991	6425	2000	70.45
1701	f	70	2980	1991	4478	2000	79.86
1701	f	75	2115	1991	2990	2000	85.26
1701	f	80	1902	1991	3311	2000	182.47
1702	f	0	3813	1991	4485	2000	59.25
1702	f	1	15265	1991	18823	2000	14.98
1702	f	5	19302	1991	22850	2000	6.88
1702	f	10	17860	1991	23146	2000	3.69
1702	f	15	13477	1991	22448	2000	7.82
1702	f	20	10627	1991	19655	2000	11.57
1702	f	25	9171	1991	15833	2000	7.89
1702	f	30	7722	1991	13849	2000	8.72
1702	f	35	6605	1991	11813	2000	11.04
1702	f	40	5284	1991	9530	2000	11.91
1702	f	45	4502	1991	7266	2000	18.37
1702	f	50	3723	1991	5664	2000	16.78
1702	f	55	2849	1991	4602	2000	18.38
1702	f	60	2314	1991	3727	2000	29.14
1702	f	65	1795	1991	2695	2000	28.58
1702	f	70	1362	1991	1952	2000	34.08
1702	f	75	965	1991	1277	2000	35.67
1702	f	80	977	1991	1636	2000	88.15
2101	f	0	23842	1991	24095	2000	290.47
2101	f	1	102641	1991	97812	2000	80.54
2101	f	5	131900	1991	121404	2000	31.58
2101	f	10	122347	1991	136168	2000	33.78
2101	f	15	102917	1991	137091	2000	57.34
2101	f	20	84474	1991	111114	2000	74.44
2101	f	25	69107	1991	87021	2000	64.96
2101	f	30	56932	1991	76014	2000	81.68
2101	f	35	47602	1991	66128	2000	94.56
2101	f	40	37116	1991	54292	2000	99.47
2101	f	45	29611	1991	43324	2000	110.83
2101	f	50	24974	1991	33363	2000	126.20
2101	f	55	21195	1991	27783	2000	144.83
2101	f	60	17073	1991	24149	2000	173.94
2101	f	65	14678	1991	18619	2000	197.15
2101	f	70	10419	1991	13067	2000	231.72
2101	f	75	6789	1991	9299	2000	237.87
2101	f	80	7188	1991	12158	2000	600.21
2102	f	0	15782	1991	16064	2000	124.48
2102	f	1	64806	1991	63591	2000	32.75
2102	f	5	84972	1991	75940	2000	12.30
2102	f	10	77987	1991	81014	2000	13.07
2102	f	15	59018	1991	77210	2000	20.64
2102	f	20	45288	1991	58708	2000	25.10
2102	f	25	37404	1991	43332	2000	21.19
2102	f	30	31955	1991	37832	2000	26.96
2102	f	35	27379	1991	33328	2000	31.98
2102	f	40	22956	1991	28651	2000	35.38
2102	f	45	18340	1991	23852	2000	40.97
2102	f	50	14507	1991	19108	2000	46.33
2102	f	55	11549	1991	16473	2000	52.60
2102	f	60	8442	1991	13266	2000	59.96
2102	f	65	7307	1991	9747	2000	64.82
2102	f	70	4978	1991	6449	2000	70.68
2102	f	75	3475	1991	4634	2000	74.97
2102	f	80	2688	1991	5197	2000	150.69
2103	f	0	11909	1991	10207	2000	75.96
2103	f	1	46840	1991	41022	2000	19.97
2103	f	5	61360	1991	52318	2000	7.81
2103	f	10	56584	1991	55061	2000	8.25
2103	f	15	42084	1991	50805	2000	12.68
2103	f	20	32006	1991	38118	2000	15.24
2103	f	25	26792	1991	27973	2000	12.89
2103	f	30	22355	1991	24799	2000	16.42
2103	f	35	20138	1991	22930	2000	20.44
2103	f	40	17088	1991	19587	2000	22.65
2103	f	45	13963	1991	17085	2000	27.20
2103	f	50	11877	1991	14235	2000	32.37
2103	f	55	9422	1991	12303	2000	36.78
2103	f	60	7522	1991	10817	2000	45.65
2103	f	65	6736	1991	7716	2000	49.05
2103	f	70	4979	1991	5785	2000	59.94
2103	f	75	3441	1991	4190	2000	63.66
2103	f	80	2632	1991	4967	2000	131.65
2104	f	0	15854	1991	14820	2000	124.45
2104	f	1	63031	1991	57557	2000	32.20
2104	f	5	78990	1991	70959	2000	12.18
2104	f	10	72355	1991	76463	2000	12.96
2104	f	15	53500	1991	69448	2000	19.67
2104	f	20	40865	1991	51919	2000	23.64
2104	f	25	35974	1991	38034	2000	20.39
2104	f	30	30181	1991	34200	2000	26.25
2104	f	35	27085	1991	32550	2000	33.14
2104	f	40	23061	1991	28028	2000	37.03
2104	f	45	18490	1991	24313	2000	43.87
2104	f	50	16142	1991	19813	2000	52.04
2104	f	55	13533	1991	17917	2000	62.14
2104	f	60	10576	1991	15579	2000	75.50
2104	f	65	9030	1991	11697	2000	82.88
2104	f	70	6909	1991	8214	2000	98.75
2104	f	75	5072	1991	5942	2000	107.78
2104	f	80	4541	1991	7703	2000	249.96
2105	f	0	3400	1991	3308	2000	24.40
2105	f	1	13631	1991	13041	2000	6.40
2105	f	5	17209	1991	16174	2000	2.45
2105	f	10	15393	1991	16842	2000	2.52
2105	f	15	11429	1991	15177	2000	3.81
2105	f	20	8863	1991	11190	2000	4.57
2105	f	25	7534	1991	8333	2000	3.93
2105	f	30	6421	1991	7680	2000	5.17
2105	f	35	5564	1991	6924	2000	6.21
2105	f	40	4663	1991	5871	2000	6.85
2105	f	45	3760	1991	4833	2000	7.82
2105	f	50	3306	1991	4142	2000	9.64
2105	f	55	2723	1991	3360	2000	10.73
2105	f	60	2150	1991	3017	2000	13.18
2105	f	65	1715	1991	2359	2000	14.58
2105	f	70	1297	1991	1586	2000	16.90
2105	f	75	979	1991	1151	2000	18.75
2105	f	80	796	1991	1435	2000	40.70
2201	f	0	7182	1991	6231	2000	89.62
2201	f	1	30218	1991	25663	2000	15.99
2201	f	5	38211	1991	32675	2000	6.50
2201	f	10	36048	1991	37368	2000	6.97
2201	f	15	29163	1991	33931	2000	9.29
2201	f	20	21944	1991	26031	2000	11.86
2201	f	25	18353	1991	19691	2000	12.50
2201	f	30	14972	1991	18027	2000	13.27
2201	f	35	13570	1991	16448	2000	16.44
2201	f	40	11873	1991	14105	2000	24.45
2201	f	45	9672	1991	12625	2000	30.63
2201	f	50	8231	1991	10637	2000	32.98
2201	f	55	7314	1991	8891	2000	41.04
2201	f	60	5988	1991	8016	2000	55.20
2201	f	65	4604	1991	6368	2000	63.68
2201	f	70	3343	1991	4799	2000	74.28
2201	f	75	2512	1991	3171	2000	84.18
2201	f	80	2458	1991	3746	2000	220.26
2202	f	0	13461	1991	12808	2000	184.44
2202	f	1	59316	1991	52576	2000	32.66
2202	f	5	78426	1991	65056	2000	13.21
2202	f	10	79720	1991	77530	2000	15.04
2202	f	15	71898	1991	81578	2000	22.89
2202	f	20	57793	1991	70362	2000	32.62
2202	f	25	49623	1991	54758	2000	34.63
2202	f	30	41121	1991	49189	2000	36.82
2202	f	35	34225	1991	45441	2000	44.47
2202	f	40	27893	1991	39331	2000	66.68
2202	f	45	21475	1991	32282	2000	75.86
2202	f	50	18297	1991	25283	2000	78.19
2202	f	55	15257	1991	19942	2000	91.95
2202	f	60	12451	1991	17703	2000	122.04
2202	f	65	9799	1991	13479	2000	137.85
2202	f	70	6616	1991	10491	2000	160.08
2202	f	75	5303	1991	7001	2000	184.81
2202	f	80	4690	1991	7826	2000	454.50
2203	f	0	5490	1991	4937	2000	52.88
2203	f	1	23882	1991	21040	2000	9.38
2203	f	5	32974	1991	26294	2000	3.83
2203	f	10	31832	1991	29668	2000	4.20
2203	f	15	25241	1991	28348	2000	5.72
2203	f	20	17310	1991	20804	2000	7.08
2203	f	25	14940	1991	15370	2000	7.08
2203	f	30	12326	1991	14270	2000	7.74
2203	f	35	10919	1991	13536	2000	9.72
2203	f	40	9408	1991	11443	2000	14.74
2203	f	45	8041	1991	9924	2000	17.90
2203	f	50	6765	1991	8460	2000	19.52
2203	f	55	5707	1991	7298	2000	24.64
2203	f	60	4583	1991	6691	2000	33.30
2203	f	65	3776	1991	4867	2000	36.77
2203	f	70	2798	1991	3948	2000	45.14
2203	f	75	2171	1991	2579	2000	50.46
2203	f	80	1782	1991	3116	2000	129.44
2204	f	0	5401	1991	4849	2000	59.36
2204	f	1	23745	1991	20389	2000	10.87
2204	f	5	30705	1991	25207	2000	4.39
2204	f	10	29978	1991	28968	2000	4.77
2204	f	15	26782	1991	27045	2000	6.74
2204	f	20	20346	1991	22287	2000	8.94
2204	f	25	17125	1991	17779	2000	9.84
2204	f	30	13747	1991	17093	2000	10.67
2204	f	35	11369	1991	14984	2000	12.45
2204	f	40	10521	1991	12442	2000	18.56
2204	f	45	9063	1991	10392	2000	22.80
2204	f	50	7239	1991	9463	2000	25.11
2204	f	55	5874	1991	8416	2000	31.71
2204	f	60	4908	1991	6974	2000	40.45
2204	f	65	4143	1991	4978	2000	44.91
2204	f	70	2988	1991	4088	2000	55.32
2204	f	75	2148	1991	2885	2000	64.15
2204	f	80	1812	1991	3097	2000	150.33
2301	f	0	13980	1991	13667	2000	251.34
2301	f	1	60294	1991	57179	2000	47.58
2301	f	5	72960	1991	71511	2000	17.02
2301	f	10	68242	1991	74457	2000	14.76
2301	f	15	55157	1991	64459	2000	20.64
2301	f	20	41332	1991	49733	2000	21.49
2301	f	25	35952	1991	40212	2000	21.78
2301	f	30	28134	1991	37133	2000	25.83
2301	f	35	25194	1991	33626	2000	34.06
2301	f	40	23806	1991	26882	2000	38.69
2301	f	45	19669	1991	23599	2000	49.36
2301	f	50	17718	1991	21805	2000	68.92
2301	f	55	14990	1991	18636	2000	77.59
2301	f	60	12663	1991	17134	2000	109.61
2301	f	65	11106	1991	13418	2000	129.83
2301	f	70	7414	1991	10956	2000	153.70
2301	f	75	6097	1991	7799	2000	197.52
2301	f	80	5985	1991	8878	2000	520.90
2302	f	0	9357	1991	9445	2000	167.21
2302	f	1	42094	1991	41205	2000	33.25
2302	f	5	52795	1991	52081	2000	12.32
2302	f	10	48579	1991	53539	2000	10.33
2302	f	15	38763	1991	47671	2000	14.07
2302	f	20	29683	1991	37154	2000	15.19
2302	f	25	26082	1991	29993	2000	15.54
2302	f	30	20106	1991	28119	2000	18.23
2302	f	35	17717	1991	25033	2000	23.69
2302	f	40	16436	1991	19771	2000	26.47
2302	f	45	13406	1991	17139	2000	33.43
2302	f	50	12593	1991	14981	2000	46.05
2302	f	55	10990	1991	13085	2000	52.68
2302	f	60	9623	1991	12534	2000	77.00
2302	f	65	8023	1991	9725	2000	89.85
2302	f	70	5201	1991	8410	2000	107.47
2302	f	75	4009	1991	5693	2000	132.24
2302	f	80	4293	1991	6116	2000	347.43
2303	f	0	25430	1991	28093	2000	658.54
2303	f	1	115772	1991	117952	2000	129.49
2303	f	5	142961	1991	147310	2000	47.46
2303	f	10	136382	1991	156094	2000	40.94
2303	f	15	135092	1991	166104	2000	66.89
2303	f	20	130504	1991	152707	2000	88.78
2303	f	25	120516	1991	134162	2000	97.60
2303	f	30	93407	1991	127501	2000	114.66
2303	f	35	77089	1991	115560	2000	146.39
2303	f	40	63625	1991	90582	2000	155.16
2303	f	45	47835	1991	73199	2000	181.79
2303	f	50	41291	1991	60060	2000	232.62
2303	f	55	31896	1991	43594	2000	227.30
2303	f	60	28134	1991	38757	2000	318.89
2303	f	65	21925	1991	28402	2000	350.38
2303	f	70	13679	1991	23861	2000	404.20
2303	f	75	10386	1991	16120	2000	494.86
2303	f	80	9769	1991	17066	2000	1221.98
2304	f	0	9472	1991	7904	2000	134.32
2304	f	1	40350	1991	35007	2000	26.15
2304	f	5	50622	1991	46014	2000	9.76
2304	f	10	50302	1991	48874	2000	8.80
2304	f	15	42423	1991	42360	2000	12.46
2304	f	20	31862	1991	33294	2000	13.18
2304	f	25	28261	1991	27379	2000	13.61
2304	f	30	22843	1991	26683	2000	16.88
2304	f	35	20587	1991	25084	2000	22.86
2304	f	40	19374	1991	20984	2000	26.73
2304	f	45	15534	1991	18705	2000	34.09
2304	f	50	14745	1991	16792	2000	47.52
2304	f	55	11451	1991	14470	2000	52.42
2304	f	60	10377	1991	14074	2000	78.78
2304	f	65	9298	1991	9614	2000	85.60
2304	f	70	6065	1991	8901	2000	109.70
2304	f	75	4655	1991	6442	2000	138.77
2304	f	80	4643	1991	7050	2000	358.90
2305	f	0	4927	1991	4417	2000	103.69
2305	f	1	22130	1991	19358	2000	20.79
2305	f	5	28391	1991	25561	2000	8.04
2305	f	10	26172	1991	28074	2000	6.84
2305	f	15	22661	1991	26291	2000	9.66
2305	f	20	17993	1991	20935	2000	10.93
2305	f	25	16963	1991	17940	2000	12.01
2305	f	30	13369	1991	17149	2000	14.18
2305	f	35	11799	1991	16394	2000	19.19
2305	f	40	11225	1991	12734	2000	21.46
2305	f	45	8762	1991	11245	2000	26.89
2305	f	50	6869	1991	10446	2000	35.44
2305	f	55	5821	1991	8298	2000	37.93
2305	f	60	5873	1991	6579	2000	53.08
2305	f	65	5081	1991	5094	2000	63.54
2305	f	70	3543	1991	5157	2000	83.61
2305	f	75	2514	1991	3660	2000	103.10
