"Data","Sex","method","cod","result"
"BR1","f","BH2","3510",0.965674541397586
"BR1","f","BH2","3511",1.19338529222424
"BR1","f","BH2","3512",0.946795704713823
"BR1","f","BH2","3513",0.97172491525892
"BR1","f","BH2","3514",0.997230102570202
"BR1","f","BH2","3515",1.05475979109099
"BR1","f","BH2","4101",1.23192864093622
"BR1","f","BH2","4102",1.35966821777242
"BR1","f","BH2","4103",1.08267698721204
"BR1","f","BH2","4104",1.32792214603629
"BR1","f","BH2","4105",1.28357483403154
"BR1","f","BH2","4106",1.19431174558813
"BR1","f","BH2","4107",1.07024404412833
"BR1","f","BH2","4108",1.35535985077748
"BR1","f","BH2","4109",1.02249643648674
"BR1","f","BH2","4110",0.988813246374046
"BR1","f","BH2","4201",1.0875351451157
"BR1","f","BH2","4202",0.976141681012407
"BR1","f","BH2","4203",1.26923962887901
"BR1","f","BH2","4204",0.976807243874981
"BR1","f","BH2","4205",0.938908984958641
"BR1","f","BH2","4206",0.968992883524008
"BR1","f","BH2","4301",1.03086768540137
"BR1","f","BH2","4302",0.971494903772679
"BR1","f","BH2","4303",1.057135025923
"BR1","f","BH2","4304",0.969214196914547
"BR1","f","BH2","4305",0.978453146530922
"BR1","f","BH2","4306",1.28464888303526
"BR1","f","BH2","4307",1.10776152656805
"BR1","f","BH2","5001",1.06235621048819
"BR1","f","BH2","5002",0.91170681702409
"BR1","f","BH2","5003",1.00171722951786
"BR1","f","BH2","5004",1.01601588275727
"BR1","f","BH2","5101",0.578052320662216
"BR1","f","BH2","5102",0.546774543769674
"BR1","f","BH2","5103",0.800718666686087
"BR1","f","BH2","5104",0.607271807882427
"BR1","f","BH2","5105",0.97972746399642
"BR1","f","BH2","5201",0.918537366476857
"BR1","f","BH2","5202",0.75189768221288
"BR1","f","BH2","5203",1.03907858080594
"BR1","f","BH2","5204",0.485590218475723
"BR1","f","BH2","5205",0.988783103577181
"BR1","f","BH2","5301",1.0901314814257
"BR1","f","GGB","1101",1.01179902537994
"BR1","f","GGB","1102",1.03560346008733
"BR1","f","GGB","1201",1.00062606648822
"BR1","f","GGB","1202",0.988717872508136
"BR1","f","GGB","1301",0.140490499845018
"BR1","f","GGB","1302",0.134543264216343
"BR1","f","GGB","1303",0.979730703948882
"BR1","f","GGB","1304",0.259535547504297
"BR1","f","GGB","1401",0.905959692653742
"BR1","f","GGB","1402",0.151685124224458
"BR1","f","GGB","1501",1.01716273216909
"BR1","f","GGB","1502",1.00744020643463
"BR1","f","GGB","1503",1.10608872364121
"BR1","f","GGB","1504",0.991782701837393
"BR1","f","GGB","1505",0.66245357182117
"BR1","f","GGB","1506",0.639308112613412
"BR1","f","GGB","1601",0.174335101371207
"BR1","f","GGB","1602",0.949870031002174
"BR1","f","GGB","1701",0.450096501949821
"BR1","f","GGB","1702",0.873855804185307
"BR1","f","GGB","2101",0.903872307119416
"BR1","f","GGB","2102",0.592424343496736
"BR1","f","GGB","2103",0.861867012067473
"BR1","f","GGB","2104",0.690306068489923
"BR1","f","GGB","2105",0.35672364069253
"BR1","f","GGB","2201",0.896827535725715
"BR1","f","GGB","2202",0.895983069172418
"BR1","f","GGB","2203",0.308747360769095
"BR1","f","GGB","2204",0.481642003689388
"BR1","f","GGB","2301",0.525995897979009
"BR1","f","GGB","2302",0.681302114591361
"BR1","f","GGB","2303",0.966366285104154
"BR1","f","GGB","2304",0.509287162532298
"BR1","f","GGB","2305",0.983212127202865
"BR1","f","GGB","2306",0.829653390246549
"BR1","f","GGB","2307",0.725147523363348
"BR1","f","GGB","2401",0.987017032603498
"BR1","f","GGB","2402",1.04308482500432
"BR1","f","GGB","2403",0.953217519896183
"BR1","f","GGB","2404",0.845693265984988
"BR1","f","GGB","2501",1.01808645932975
"BR1","f","GGB","2502",0.988329550389179
"BR1","f","GGB","2503",0.990545592308129
"BR1","f","GGB","2504",0.957020013599305
"BR1","f","GGB","2601",0.994110371681238
"BR1","f","GGB","2602",0.790049238033853
"BR1","f","GGB","2603",0.998481293489438
"BR1","f","GGB","2604",1.23693209678371
"BR1","f","GGB","2605",1.01859341614332
"BR1","f","GGB","2701",0.982830832198428
"BR1","f","GGB","2702",0.962348362288536
"BR1","f","GGB","2703",1.01496632158971
"BR1","f","GGB","2801",0.974947179596959
"BR1","f","GGB","2802",0.960532494122352
"BR1","f","GGB","2803",0.994638653623755
"BR1","f","GGB","2901",0.573141685245053
"BR1","f","GGB","2902",0.96080289031017
"BR1","f","GGB","2903",0.884436839326596
"BR1","f","GGB","2904",0.781572460488647
"BR1","f","GGB","2905",0.99242240229219
"BR1","f","GGB","2906",0.961265963945258
"BR1","f","GGB","2907",1.08871221664797
"BR1","f","GGB","3101",1.00708789436541
"BR1","f","GGB","3102",1.04661118022186
"BR1","f","GGB","3103",1.01305623505235
"BR1","f","GGB","3104",1.09383914556249
"BR1","f","GGB","3105",1.0478889585369
"BR1","f","GGB","3106",1.04503817866482
"BR1","f","GGB","3107",1.20513213254386
"BR1","f","GGB","3108",1.05384819225006
"BR1","f","GGB","3109",1.00137625712277
"BR1","f","GGB","3110",0.989432182486633
"BR1","f","GGB","3111",1.00353708167636
"BR1","f","GGB","3112",1.02009491219874
"BR1","f","GGB","3201",1.0382922917099
"BR1","f","GGB","3202",0.990532330931866
"BR1","f","GGB","3203",0.940322480314955
"BR1","f","GGB","3204",1.02167084347658
"BR1","f","GGB","3301",1.0619563784326
"BR1","f","GGB","3302",1.10771242286978
"BR1","f","GGB","3303",0.999122464309846
"BR1","f","GGB","3304",1.02614776447959
"BR1","f","GGB","3305",1.17473510079743
"BR1","f","GGB","3306",0.985034420288739
"BR1","f","GGB","3501",0.994489188265664
"BR1","f","GGB","3502",0.99846158305874
"BR1","f","GGB","3503",1.01163246776691
"BR1","f","GGB","3504",0.998197518513628
"BR1","f","GGB","3505",1.00189899745269
"BR1","f","GGB","3506",0.922849439855709
"BR1","f","GGB","3507",0.997668899265303
"BR1","f","GGB","3508",1.00467519023833
"BR1","f","GGB","3509",1.05168898872578
"BR1","f","GGB","3510",0.983553529473832
"BR1","f","GGB","3511",1.18601559479076
"BR1","f","GGB","3512",0.981832039464242
"BR1","f","GGB","3513",1.00398186776701
"BR1","f","GGB","3514",1.05839638362871
"BR1","f","GGB","3515",1.02107732062297
"BR1","f","GGB","4101",1.15898195341082
"BR1","f","GGB","4102",1.25948495222315
"BR1","f","GGB","4103",1.10158552352469
"BR1","f","GGB","4104",1.27111834493152
"BR1","f","GGB","4105",1.25301083954506
"BR1","f","GGB","4106",1.18429511352653
"BR1","f","GGB","4107",1.0229925693308
"BR1","f","GGB","4108",1.2646698876244
"BR1","f","GGB","4109",1.00068691036382
"BR1","f","GGB","4110",0.991843307876376
"BR1","f","GGB","4201",1.03239412456081
"BR1","f","GGB","4202",0.988305681653599
"BR1","f","GGB","4203",1.21137069395573
"BR1","f","GGB","4204",0.997026383782241
"BR1","f","GGB","4205",1.00723228555259
"BR1","f","GGB","4206",0.983766316168724
"BR1","f","GGB","4301",1.01714890943888
"BR1","f","GGB","4302",0.990416498252787
"BR1","f","GGB","4303",1.05895286505219
"BR1","f","GGB","4304",0.991937970811474
"BR1","f","GGB","4305",1.00186913563746
"BR1","f","GGB","4306",1.29315828624256
"BR1","f","GGB","4307",1.12844114386788
"BR1","f","GGB","5001",1.02856336194573
"BR1","f","GGB","5002",0.982278236624801
"BR1","f","GGB","5003",1.00435735583799
"BR1","f","GGB","5004",1.05146926525536
"BR1","f","GGB","5101",0.811167130293725
"BR1","f","GGB","5102",0.498024367009794
"BR1","f","GGB","5103",0.8494247630058
"BR1","f","GGB","5104",0.629253797747273
"BR1","f","GGB","5105",0.979491802407821
"BR1","f","GGB","5201",0.961195717590294
"BR1","f","GGB","5202",0.7277808254147
"BR1","f","GGB","5203",1.06220245834707
"BR1","f","GGB","5204",0.499154603012328
"BR1","f","GGB","5205",0.994609415371413
"BR1","f","GGB","5301",0.92507627633316
"BR1","m","BH1","1101",1.5227161943301
"BR1","m","BH1","1102",6.85359931721762
"BR1","m","BH1","1201",0.565879218921997
"BR1","m","BH1","1202",1.5148929251018
"BR1","m","BH1","1301",0.296769537994411
"BR1","m","BH1","1302",0.106386947185088
"BR1","m","BH1","1303",0.932969250554037
"BR1","m","BH1","1304",0.211526244179304
"BR1","m","BH1","1401",3.45543176034122
"BR1","m","BH1","1402",2.41809043444708
"BR1","m","BH1","1501",0.505787613004417
"BR1","m","BH1","1502",0.253807216143782
"BR1","m","BH1","1503",1.13558157892136
"BR1","m","BH1","1504",0.410337028705335
"BR1","m","BH1","1505",6.68803545028676
"BR1","m","BH1","1506",3.40716136417881
"BR1","m","BH1","1601",0.266152461547604
"BR1","m","BH1","1602",1.29630623288913
"BR1","m","BH1","1701",0.520932321897504
"BR1","m","BH1","1702",0.458885709179709
"BR1","m","BH1","2101",0.463279516360663
"BR1","m","BH1","2102",0.662839069176899
"BR1","m","BH1","2103",0.27524590695738
"BR1","m","BH1","2104",0.292399947309347
"BR1","m","BH1","2105",0.39575818797023
"BR1","m","BH1","2201",0.506458583638951
"BR1","m","BH1","2202",0.603580730458503
"BR1","m","BH1","2203",0.246427562891635
"BR1","m","BH1","2204",0.26293559174551
"BR1","m","BH1","2301",0.342188337004437
"BR1","m","BH1","2302",0.398272313202286
"BR1","m","BH1","2303",0.951920939566879
